id,Author,Text,User Location,Tweet Country,created_at
1356275731156922371,asil09,"RT @NewsHour: WATCH LIVE: White House holds briefing on COVID-19 pandemic
  https://t.co/DYSCBzQ6NM",Wakanda,None,2021-02-01 16:18:27
1356275731433738243,GEORGIE80583350,Without question!!!,,United States,2021-02-01 16:18:27
1356275731500838914,vcheffone,RT @jaketapper: TDB: The WI pharmacist who sabotaged hundreds of doses of the Moderna coronavirus vaccine bc he thought COVID-19 was a hoax…,North Carolina ,None,2021-02-01 16:18:27
1356275732364849152,WPJ4,RT @jaketapper: TDB: The WI pharmacist who sabotaged hundreds of doses of the Moderna coronavirus vaccine bc he thought COVID-19 was a hoax…,"Nashville, TN",None,2021-02-01 16:18:27
1356275733660897280,some4mv,High Prevalence of Pulmonary Sequelae at 3 Months after Hospital Discharge in Mechanically Ventilated Survivors of… https://t.co/s0epRrnFmI,,None,2021-02-01 16:18:27
1356275733837066241,SouzaEluam,RT @ReutersScience: LIVE: The White House COVID-19 response team gives an update https://t.co/ivPKpocoQe,WORLD,None,2021-02-01 16:18:27
1356275733837053952,HissyFitz2,"RT @NewsHour: WATCH LIVE: White House holds briefing on COVID-19 pandemic
  https://t.co/DYSCBzQ6NM","Virginia, USA",None,2021-02-01 16:18:27
1356275733870620676,StacyMichelleB,"RT @thetimes: Captain Sir Tom Moore, the 100-year-old war veteran who has raised millions for NHS charities, is in hospital after testing p…","Mobile,  Alabama",None,2021-02-01 16:18:27
1356275734885650434,Just_Clive,"RT @SimpleCovid: Estimating risk of COVID-19 infection

1. Estimate risk
- is the location crowded? ventilated? for how long will you be th…","England, United Kingdom",None,2021-02-01 16:18:28
1356275735384780801,AlolikaMondal,"RT @Lens_tax: The Union Minister for Finance &amp; Corporate Affairs, Smt Nirmala Sitharaman presented the Union Budget 2021-22 in Parliament t…",,None,2021-02-01 16:18:28
1356275736378748928,IUMediaSchool,"RT @OnTopicWithIU: Non-profits were hit hard. 

We talked with @IUONeillSchool's Kirsten Grønbjerg about the challenges:

https://t.co/6caT…","Bloomington, Indiana",None,2021-02-01 16:18:28
1356275737326706689,some4mv,Rapid Translation of COVID-19 Preprint Data into Critical Care Practice https://t.co/uzLkUgP7WT #SoMe4MV from @ATSBlueEditor,,None,2021-02-01 16:18:28
1356275738916376578,jim76960437,Biden Admin Still Trying to Locate 20 Million Covid-19 Vaccine Doses via @gatewaypundit https://t.co/M5KGaIw2YY,SOUTH Carolina Patriot,None,2021-02-01 16:18:29
1356275740954734592,npayne9000,"RT @Neuropsychcovid: Highlight 4: Comparing neurological of COVID-19 with other viral infections

Incidence of neurological symptoms in COV…","South East, England",None,2021-02-01 16:18:29
1356275741227442176,parks_emily_,RT @NHChronicle: Many of you have been asking... @Fritz_Wetherbee got his COVID-19 vaccine yesterday! https://t.co/2iipUHdj9F,,None,2021-02-01 16:18:29
1356275741420302342,dajaehenry,"Despite public health experts’ pleas to get vaccinated, some health care workers are among a third of reluctant Ame… https://t.co/51AnjX94Sz",nola + phx,None,2021-02-01 16:18:29
1356275742380797956,Whatarewetalki1,RT @michaelzara: @NicholasFlorko @statnews With this news topping the past week’s (about how much worse than expected was the overall Trump…,,None,2021-02-01 16:18:30
1356275742833836042,Girl_Didii,Bathong.,somewhere,None,2021-02-01 16:18:30
1356275743282651143,Leonard3Tina,"RT @JujuliaGrace: STATEMENT; pls RT if you agree👇

The COVID-19 pandemic is exerting a huge toll on the mental health of NHS staff, patient…","England, United Kingdom",None,2021-02-01 16:18:30
1356275744272482305,FLaecon,RT @instablog9ja: Reps have begun the probe of N83.9billion COVID-19 funds,Nigeria,None,2021-02-01 16:18:30
1356275741864947713,ThisWeekABC,"CDC Director Dr. @RWalensky: ""While the recent decline in cases and hospitalizations are encouraging, they are coun… https://t.co/xiS8GK9hou",,None,2021-02-01 16:18:29
1356275744821837824,epdesertrose,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…","Colorado, USA",None,2021-02-01 16:18:30
1356275744901656582,Prince_leomessy,"RT @channelstv: Italy Eases COVID-19 Measures, Colosseum Reopens https://t.co/2TIqqfAm0j https://t.co/GRBpdVFtkL","Lagos, Nigeria",None,2021-02-01 16:18:30
1356275744977154055,Georgeukpress,"RT @ABC: CDC Director Dr. @RWalensky: ""While we continue to see decreases in COVID-19 cases and new hospital admissions, deaths also contin…","Nairobi, Kenya",None,2021-02-01 16:18:30
1356275745056813059,MSsafety1st,"RT @SharylAttkisson: Listen to ""After Hours: (The Audiotapes) CDC misinformation about COVID-19 vaccines"" by Full Measure After Hours. ⚓ ht…","Mississippi, USA",None,2021-02-01 16:18:30
1356275745111289861,SussexDocSchool,"'Being the organiser of a project is much more than the idea behind it and ability to run it' - Julia Jackiewicz, a… https://t.co/goSX8f4s0J","Falmer, Brighton, UK",None,2021-02-01 16:18:30
1356275746721853447,KathleenMarrio4,"RT @MSNBC: .@MaddowBlog: The problem with the Republicans' offer on a Covid-19 relief package.
https://t.co/qnCDzzhBnk",Ancestral Land of the Kalapuya,None,2021-02-01 16:18:31
1356275747183329287,marie_maroun,"RT @carterforva: Me: sues the Commonwealth to prevent COVID-19 infection during petition drives, and wins

Chase: sues the Commonwealth bec…",views are my own,None,2021-02-01 16:18:31
1356275747346903041,CarolKeenPhysio,RT @Zudin_P: Our paper on the Post-ICU presentation screen (PICUPS) tool and rehabilitation prescription is  out. We developed a tool to sy…,Sheffield,None,2021-02-01 16:18:31
1356275747652952069,FrankGerechter,Lifestyle/health: Pain relief medications like Tylenol and Advil are perfectly fine for COVID-19 vaccine aftereffec… https://t.co/VrXQlxS6OD,Los Angeles,United States,2021-02-01 16:18:31
1356275748689076226,Law17615472,RT @ABC7: President Biden has signed 42 executive orders since taking office. From the environment to COVID-19 here's a look at all of them…,???? ???????? ?????,None,2021-02-01 16:18:31
1356275749544742919,caroalbert5,"RT @LepapillonBlu: Me? I will be taking the Covid-19 vaccine as soon that’s available to me because I trust science.

There are many things…",,None,2021-02-01 16:18:31
1356275750542852096,roystoncrow,Door-to-door testing rolled out as South African COVID-19 variant found in Herts https://t.co/j7Oufy1Gp6,"Royston, UK",None,2021-02-01 16:18:31
1356275751230861314,DebbieSVA,@RudyGiuliani Did Jared and Trump send our doses to Putin? The Saudi’s? 😡,,None,2021-02-01 16:18:32
1356275751264399363,RLivingston11,RT @InvestAtlanta: In response to the needs of restaurants seeking to protect the health of customers and employees during the COVID-19 pan…,,None,2021-02-01 16:18:32
1356275751687913472,Sanjeet32945025,"RT @PRODefNgp: Continue following COVID-19 appropriate behaviour during and after vaccination.
#JanAndolan
#We4Vaccine  
#IndiaFightsCorona…",,None,2021-02-01 16:18:32
1356275751696261121,NarcityCanada,RT @mtlblog: 5 Things To Know About The Possible 'Lifting' Of Some COVID-19 Measures In Quebec https://t.co/C5by5Qi3YK #News #Montreal,Canada,None,2021-02-01 16:18:32
1356275751662673920,hertsad,Door-to-door testing rolled out as South African COVID-19 variant found in Herts https://t.co/vv7afxFojU,St Albans,None,2021-02-01 16:18:32
1356275752040218628,__Canadians,Why is there no flu amid so many COVID cases? Your COVID-19 questions answered | CBC News https://t.co/UMgqnLxRKr,Canada 🇨🇦  ,None,2021-02-01 16:18:32
1356275752711442440,WestIslandProud,"RT @fagstein: It’s a bit early to be sure, but looks like COVID-19 deaths in Quebec peaked on Jan. 13. https://t.co/WVucS9w8cn","Pointe-Claire, Québec",None,2021-02-01 16:18:32
1356275753214685184,EASAINT,RT @Reuters: FIFA President Gianni Infantino joins the World Health Organization's COVID-19 briefing to speak about the launch of a new cam…,Universe,None,2021-02-01 16:18:32
1356275753407676418,Ngozi29422361,"RT @DHSCgovuk: #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.

As of 1 Febr…",Nigeria/London,None,2021-02-01 16:18:32
1356275753961222145,hertsad,Hospitals see 10 per cent drop in COVID-19 patients - but severe cases remain high https://t.co/nP7hGMNm8M,St Albans,None,2021-02-01 16:18:32
1356275754187702272,Clara97634673,"RT @richardursomd: Great news. 

VITAMIN D3 WORKS AGAIN!!

They used low doses. Get your D level over 50 and you will likely be better prot…",,None,2021-02-01 16:18:32
1356275754523357184,MiteiRober,You are employed as an Auditor General to clearly indicate how that 'something' happened to public funds.,Always on the move.🚢🚁✈🚗 🚄 ,None,2021-02-01 16:18:32
1356275754749739008,roystoncrow,Hospitals see 10 per cent drop in COVID-19 patients - but severe cases remain high https://t.co/BG0zDlSqNx,"Royston, UK",None,2021-02-01 16:18:32
1356275755253116933,MurtzaiAli,RT @Hammad_Azhar: I have tested positive for Covid-19 and self isolating at home. Requesting everyone for prayers. JazakAllah Khair.,"Lahore, Pakistan",None,2021-02-01 16:18:33
1356275755290943489,TRexx_97,"RT @rianna_walcott: Disgusting to see people in the comments talking about Barbados as a place people have a right to visit, as a treat for…",UK,None,2021-02-01 16:18:33
1356275755144114182,Topi_CLICK,"Critical resource for Healthcare Frontline Workers from U.S. Pharmacopeia covering COVID-19 vaccine prep, labeling,… https://t.co/UicI4TmSwc",,None,2021-02-01 16:18:33
1356275758407282688,_Grand_Wazoo_,RT @AmsusSm: COVID-19 Monoclonal Antibody Therapeutics Digital Toolkit (ASPR) https://t.co/8O7ICgxShF,"Arlington, Texas",None,2021-02-01 16:18:33
1356275758889517069,tjmanotoc,"RT @ABC: CDC Director Dr. @RWalensky: ""While we continue to see decreases in COVID-19 cases and new hospital admissions, deaths also contin…","San Francisco, CA",None,2021-02-01 16:18:33
1356275759262953472,clairdan3,Professor Keir Lewis COVID-19 Research Fund https://t.co/wZnUUfJEpp,Llanelli,None,2021-02-01 16:18:34
1356275759355207681,brinean,RT @cjc: Let’s start Monday off with some good news: All five vaccines with public results have eliminated Covid-19 deaths https://t.co/xJI…,Toronto,None,2021-02-01 16:18:34
1356275760491741184,prat1112001,"RT @vjayakumar: Indians who've died after taking Covid-19 vaccine. Not necessarily as a result, of course. 

Anyone missing? Who wants to c…",,None,2021-02-01 16:18:34
1356275760701583363,PaulCogan,"NYC Mayor de Blasio on how to streamline Covid-19 vaccine distribution: ""The federal government needs to step in, g… https://t.co/UdDSKjL6ri",Toronto,None,2021-02-01 16:18:34
1356275760802238465,Wade_Turnbull,"RT @rmc031: Cuomo published a book in October on his Covid-19 leadership, which he received a $783,000 advance to write https://t.co/wJ2n3L…","Manhattan, NY",None,2021-02-01 16:18:34
1356275761209090048,aanasmira,I feel bad for waiters bc they wear mask but the ppl they’re serving don’t wear mask. That’s dangerous af. #COVIDSecondWave #MaskUp #COVID19,TX | ATL,None,2021-02-01 16:18:34
1356275762748276738,brandy1097,dont look forward to it. collins is a rino.,,None,2021-02-01 16:18:34
1356275762760994817,pop_popculture,Here's @CDCgo's 12/29 guidance listing #autoimmune disease 'as increasing risk for severe illness':… https://t.co/DudAhAUi6W,Home,None,2021-02-01 16:18:34
1356275763822133250,Rauf_Khoury,"RT @KiraAnd64939311: With new, more infectious strains of #Covid19 being detected around the world, #UAE have tightened measures to curb it…",,None,2021-02-01 16:18:35
1356275764614852611,pjfish17,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…",Ohio,None,2021-02-01 16:18:35
1356275766703620098,eliudbull,RT @ABC: WATCH LIVE: The White House COVID-19 response team holds a news conference. https://t.co/aPqWSkgdmt,"Manchester, England",None,2021-02-01 16:18:35
1356275767710248965,wendyEv50278944,"RT @JujuliaGrace: STATEMENT; pls RT if you agree👇

The COVID-19 pandemic is exerting a huge toll on the mental health of NHS staff, patient…",,None,2021-02-01 16:18:36
1356275768410714114,Chrisvial4,RT @instablog9ja: Reps have begun the probe of N83.9billion COVID-19 funds,"Lagos, Nigeria",None,2021-02-01 16:18:36
1356275768448450566,holywell_john,"Not everyone has equal access to COVID-19 info, Israeli research shows https://t.co/z8pByzgE4C",,None,2021-02-01 16:18:36
1356275768817577985,timtsui__,"RT @inzyrashid: I turn 26 today and after a nightmare month, I can safely say my family and I are the lucky ones. 

A THREAD: 
I tested pos…",,None,2021-02-01 16:18:36
1356275768863547393,rory_horner,"The Indian pharmaceutical industry has transformed access to medicines in South Africa (and elsewhere), especially… https://t.co/bfXpyAbQoS","Manchester, England",None,2021-02-01 16:18:36
1356275773167054852,fooye06,RT @JJohnsonLaw: New diabetes cases linked to covid-19 https://t.co/C0xShj8zeq,"Geneva, FL",None,2021-02-01 16:18:37
1356275773460647938,colmenarespjj,"RT @CNN: White House open to scaling down stimulus checks to families making more than $150,000 in Covid-19 relief bill https://t.co/pr59gd…",,None,2021-02-01 16:18:37
1356275774148517888,JenniferNOTL,"RT @rpoconnor: Toronto Public Health regularly reports case count data in error, or blames system changes, yet it has broad influence (and…",,None,2021-02-01 16:18:37
1356275774634995717,smakolik,"RT @Refugees: ❄️ Freezing temperatures 
🌙 Long, cold nights
🦠 Threat of COVID-19

Cate Blanchett tells you what refugees face this winter -…",,None,2021-02-01 16:18:37
1356275775742353410,JCtunala,"RT @redouad: Our data on COVID-19 vaccination is updated: https://t.co/03pQ8rRViP

Total doses administered per 100 people:
🇮🇱 Israel 56.3…",,None,2021-02-01 16:18:37
1356275777105440768,troyrmichaud,"RT @TheTorontoSun: Ontario reports 1,969 COVID-19 cases as Toronto data distorts results https://t.co/iM3JyoUGhO #onpoli https://t.co/hGFHy…",🇨🇦,None,2021-02-01 16:18:38
1356275777499754505,tamugirl99,"RT @MPRnews: State health officials say they're prepared to distribute 35,000 COVID-19 vaccine doses this week to Minnesotans 65 and older.…",United States,None,2021-02-01 16:18:38
1356275778317651972,piccolopip,"RT @JujuliaGrace: STATEMENT; pls RT if you agree👇

The COVID-19 pandemic is exerting a huge toll on the mental health of NHS staff, patient…",,None,2021-02-01 16:18:38
1356275780842647558,KRamacciotti,RT @revistaHCSM: The scientific entrepreneur as hero: from Arrowsmith to the covid-19 vaccines. Ilana Löwy analyses representations of scie…,Argentina,None,2021-02-01 16:18:39
1356275781643616256,tycatttttt,RT @ayshardzn: Perth now under full lockdown for 5 days after one COVID-19 case detected. One.,,None,2021-02-01 16:18:39
1356275783627628546,earthshine86,RT @sallyKP: Pentagon says unspecified number of troops are refusing to get the COVID-19 vaccine https://t.co/Dczb319tkd,New England,None,2021-02-01 16:18:39
1356275783854141440,TwicksR,"RT @JujuliaGrace: STATEMENT; pls RT if you agree👇

The COVID-19 pandemic is exerting a huge toll on the mental health of NHS staff, patient…","London, England",None,2021-02-01 16:18:39
1356275783833165842,some4mv,Occurrence of Invasive Pulmonary Fungal Infections in Patients with Severe COVID-19 Admitted to the ICU… https://t.co/2R91PpLSci,,None,2021-02-01 16:18:39
1356275784332226562,EgyGoddessCleo2,RT @Reuters: Israel says coordinated passage of 1st COVID-19 vaccines shipment to Palestinians https://t.co/gwHF1ocHO1 https://t.co/1y6Jh1M…,,None,2021-02-01 16:18:40
1356275784583946242,Georgeukpress,RT @NationAfrica: A cash strapped government is increasing taxes in the middle of a pandemic.  The economy that is dangerously addicted to…,"Nairobi, Kenya",None,2021-02-01 16:18:40
1356275784718147585,ABCPolitics,"CDC Director Dr. @RWalensky: ""While the recent decline in cases and hospitalizations are encouraging, they are coun… https://t.co/nvfj11Sf8N","Washington, DC",None,2021-02-01 16:18:40
1356275787540946944,antoinebish,"RT @Chris78Williams: German government confirms: No exception to the COVID-19 entry ban, even for elite athletes. It is therefore now uncle…","Taliouine, Royaume du Maroc",None,2021-02-01 16:18:40
1356275789570850817,KUER,"The Utah Department of Health reported roughly 2,500 new cases of COVID-19 Saturday and Sunday, about 700 fewer cas… https://t.co/9FYHvB7Mk9",Salt Lake City,None,2021-02-01 16:18:41
1356275790267166722,msep0003,"RT @CIDRAP_ASP: Good news! Now you can watch this brilliant conversation between @idpharmd, @DrDianeAshiru, @NSchellack, @khalideljaaly, @p…","Constantinopla, Imperio Romano",None,2021-02-01 16:18:41
1356275792330719234,BeebeJayme,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…",Oregon,None,2021-02-01 16:18:41
1356275792913772550,kathryn_sandy,RT @NewsHour: WATCH LIVE: The White House COVID-19 response team is expected to hold a news briefing Monday as the administration works to…,,None,2021-02-01 16:18:42
1356275795271024648,2014olgaOlga,RT @DXBMediaOffice: #Dubai’s Supreme Committee of Crisis and Disaster Management announces new set of precautionary measures against COVID-…,"Dubai, United Arab Emirates",None,2021-02-01 16:18:42
1356275797162602501,speakercode,"RT @GHMansfield: Disabled people have the highest risk of contracting Covid-19 and dying from it.

That disabled people should be prioritiz…",stolen Abenaki land (NH),None,2021-02-01 16:18:43
1356275797582106629,jaacklfc,Not surprising,,None,2021-02-01 16:18:43
1356275798123147265,Lynn_Henning,"RT @LisPower1: Fox News, a network that constantly misinforms its viewers about coronavirus, also refuses to air the COVID-19 response team…","St. Simons Island, Ga. ",None,2021-02-01 16:18:43
1356275800098615297,ProudConthe13th,"@CBCNews STOP THE FEAR PORN.   Contagious doesn't not equal lethal.  Also, not that Justin is able to secure any bu… https://t.co/HPW3ofAyNy",#YorkRegion,None,2021-02-01 16:18:43
1356275802892070914,Grego3565,RT @RepThomasMassie: The Pfizer vaccine trial did NOT demonstrate a benefit for those with evidence of prior SARS-CoV2 infection. The @CDCg…,,None,2021-02-01 16:18:44
1356275803089104896,nalsorinia,RT @ChairmanGLC: It's unfair to compare Australia with Malaysia. They don't have Muhyiddin Yassin,"Kuching, Sarawak",None,2021-02-01 16:18:44
1356275803689005059,lulu3582,"RT @NewsHour: WATCH LIVE: White House holds briefing on COVID-19 pandemic
  https://t.co/DYSCBzQ6NM","Sheffield, England",None,2021-02-01 16:18:44
1356275804284588034,AriaaJaeger,"Who else was impressed with this 43 year old scientist this morning on @GMA? #DrStephenHoge

Moderna president deta… https://t.co/ifaagThKVj",Colorado,None,2021-02-01 16:18:44
1356275806356430849,mikilovesla,"RT @SFdirewolf: “The pandemic has disproportionately affected Latino, African-American and low-income Californians. Latinos are 20% more li…",,None,2021-02-01 16:18:45
1356275807845560320,Alison6B09,"RT @nbcwashington: COVID-19 testing sites in D.C., Montgomery County, and Prince William County are closed due to the wintry weather. Vacci…","Washington, DC",None,2021-02-01 16:18:45
1356275808894136323,JudithMPriest,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…","Boston, MA",None,2021-02-01 16:18:45
1356275809024151554,SVENNIECO,The Use of Digital Platforms for Adults’ and Adolescents’ Physical Activity During the COVID-19 Pandemic (Our Life… https://t.co/0u64nv5qbe,Europe,None,2021-02-01 16:18:45
1356275809254694914,dinieilishh,RT @ayshardzn: Perth now under full lockdown for 5 days after one COVID-19 case detected. One.,,None,2021-02-01 16:18:45
1356275811544936453,Vivek31576083,"RT @ABC: CDC Director Dr. @RWalensky: ""While we continue to see decreases in COVID-19 cases and new hospital admissions, deaths also contin…","NEW DELHI INDIA ,  MUMBAI ",None,2021-02-01 16:18:46
1356275812471861251,jmoski_10,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…","Sanatoga, PA",None,2021-02-01 16:18:46
1356275813201666052,KPBSnews,"WATCH LIVE: White House holds briefing on COVID-19 pandemic
https://t.co/ePLmvSyqh8","San Diego, California",None,2021-02-01 16:18:46
1356275814816366603,KraftTea,"RT @NBCNews: In Miami-Dade County, only 5% of the 1.7M Covid-19 vaccine doses have gone to those who identify as African American, while 50…","San Francisco, California🌉",None,2021-02-01 16:18:47
1356275815395241985,SarahArnquist,"RT @BeaconHealthOpt: A true recovery from the COVID-19 pandemic cannot happen with out a dual investment in mental and physical health
#men…",San Francisco,None,2021-02-01 16:18:47
1356275815554502656,Lynn_Henning,"RT @LisPower1: Fox is ignoring the Covid-19 briefing 

Instead, Hegseth says that the reason Nat'l Guard troops are in DC is ""to continue a…","St. Simons Island, Ga. ",None,2021-02-01 16:18:47
1356275816351617031,DemoCat46,RT @COVID19Tracking: More Black Americans have died of COVID-19 than there are names on the Vietnam Memorial. More Black or Latinx people h…,,None,2021-02-01 16:18:47
1356275817316315137,eze_ego007,RT @instablog9ja: Reps have begun the probe of N83.9billion COVID-19 funds,"Abuja, Nigeria",None,2021-02-01 16:18:47
1356275819811844104,CanBorder,"@Arshpre96284233 Hello! On January 29, 2021, the Government of Canada announced new rules on international travel,… https://t.co/4Bi8JNfhL5",Canada,None,2021-02-01 16:18:48
1356275819904196609,arslanrpk5_0,RT @ReutersScience: LIVE: The White House COVID-19 response team gives an update https://t.co/ivPKpocoQe,,None,2021-02-01 16:18:48
1356275820709502982,Pontevedra51,"RT @latimes: Sea World to reopen, county's COVID-19 numbers remain steady https://t.co/xZWBcucpd0",Pontevedra,None,2021-02-01 16:18:48
1356275821644812298,Vivek31576083,"RT @ABCPolitics: CDC Director Dr. @RWalensky: ""While the recent decline in cases and hospitalizations are encouraging, they are counterbala…","NEW DELHI INDIA ,  MUMBAI ",None,2021-02-01 16:18:48
1356275822571773955,OliverMushimire,"@Lionel_SN @UKMissionGeneva They'll add you to the ""red list"" of non violent foreign twitter activists who can't tr… https://t.co/XPiB9OfYz5",Rwanda,None,2021-02-01 16:18:49
1356275822831824901,paulogiovanni56,There’s a white room standing ready for this guy.,"Florida, USA",None,2021-02-01 16:18:49
1356275823297392640,reopenpa,RT @PRLACEO: A Chick-fil-A manager saved a drive-thru Covid-19 vaccination clinic after it backed up | Restaurateurs know how to make thing…,"Pennsylvania, USA",None,2021-02-01 16:18:49
1356275823767138305,News24,The plane carrying the first consignment of Covid-19 vaccines has landed in SA amid a phalanx of police and law enf… https://t.co/LuipymrZwa,South Africa,None,2021-02-01 16:18:49
1356275824979279873,jtstreiff,"RT @ericripert: LE BERNARDIN REOPENING ON VALENTINE’S DAY! ❤️
So excited @lebernardinny will reopen Sun, Feb 14th! After the holiday we’ll…","St Louis, MO",None,2021-02-01 16:18:49
1356275825541324805,PeterWDW1,RT @EalingCouncil: Ealing Council is asking residents living and working in parts of Hanwell and West Ealing to get a COVID-19 test. This a…,West London,None,2021-02-01 16:18:49
1356275827026108417,TimesLIVE,President Cyril Ramaphosa says the goal is for most Africans to be vaccinated against Covid-19 by the end of the ye… https://t.co/ui0eTeyGP4,"Johannesburg, South Africa",None,2021-02-01 16:18:50
1356275827994816512,MixerPsg,Should be England!  Get back to normal! @Lbc @ShelaghFogarty @Sacha_Lord,Manchester,None,2021-02-01 16:18:50
1356275828800282628,kathryn_sandy,"RT @MSNBC: NYC Mayor de Blasio on how to streamline Covid-19 vaccine distribution: ""The federal government needs to step in, get every comp…",,None,2021-02-01 16:18:50
1356275828749983745,Mars_Wink,"RT @sangerkatz: This is a comparison of the actual Covid number to the “usual” numbers for other causes, but it’s still a shocking assessme…","Ohio, USA",None,2021-02-01 16:18:50
1356275829064540170,ItsMrBrain2You,"RT @VinceFish13: An influencer being compared to Captain Tom...I am reading that right?? 

100 years old, raised 30m plus for charity over…","Tamworth, England",None,2021-02-01 16:18:50
1356275829609816066,RonHelios,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…","Connecticut, USA",None,2021-02-01 16:18:50
1356275829647425537,benavcnts,"RT @formulaAMELIA: ....going to be delayed because my favourite drivers either 1) don’t have a contract, or 2) caught COVID-19 in the UAE h…",he/him,None,2021-02-01 16:18:50
1356275829894860800,lea_keati,RT @RepThomasMassie: The Pfizer vaccine trial did NOT demonstrate a benefit for those with evidence of prior SARS-CoV2 infection. The @CDCg…,,None,2021-02-01 16:18:50
1356275834311618565,subbiah_uma,"RT @Mar_a_Hell_No: The Biden administration has now confirmed that
20 million doses of the Covid-19 vaccine are ""missing.""

Several weeks a…","Taunton, MA",None,2021-02-01 16:18:51
1356275837306359813,kennitala,RT @nilikm: 'They've failed Ontarians': Doctors highlight mistakes and missteps of Ontario's COVID-19 response.  https://t.co/MBKYcoVqwi,,None,2021-02-01 16:18:52
1356275837742551046,Declancarr96,"RT @Chris78Williams: German government confirms: No exception to the COVID-19 entry ban, even for elite athletes. It is therefore now uncle…",Liverpool,None,2021-02-01 16:18:52
1356275837859983360,MARCELODELAVE15,RT @jim76960437: Biden Admin Still Trying to Locate 20 Million Covid-19 Vaccine Doses via @gatewaypundit https://t.co/M5KGaIw2YY,,None,2021-02-01 16:18:52
1356275838166200320,RobinJenkins4,RT @RepThomasMassie: The Pfizer vaccine trial did NOT demonstrate a benefit for those with evidence of prior SARS-CoV2 infection. The @CDCg…,"Fort Wayne, IN",None,2021-02-01 16:18:52
1356275838883270656,bill_21c,"Speaking at her daily Covid-19 briefing, the First Minister said that “to the best of her knowledge” no vaccines bo… https://t.co/QqHnGYB9ju",,None,2021-02-01 16:18:53
1356275839260712960,cogitarus,RT @Tzor: Joe Biden's COVID-19 Deceptions https://t.co/zrCVIoMOgK https://t.co/FaW8YOWutf,√ Certified Natural Born (USA),None,2021-02-01 16:18:53
1356275839562821636,Awesomenezz,"RT @ABCPolitics: CDC Director Dr. @RWalensky: ""While the recent decline in cases and hospitalizations are encouraging, they are counterbala…","Atlanta, Georgia",None,2021-02-01 16:18:53
1356275840984756227,MarionVirgo,"RT @bbcworldservice: When Covid-19 hit, this Melbourne dressmaker started making free masks for her local community. 

But seeing her husba…",,None,2021-02-01 16:18:53
1356275843291619334,AdnanAdams5,"RT @UNAIDS: #COVID19 vaccines are safe for people living with HIV!

Find out about COVID-19 vaccines and HIV here 👇🏾",,None,2021-02-01 16:18:54
1356275843887026178,GailWaldby,RT @JJohnsonLaw: New diabetes cases linked to covid-19 https://t.co/C0xShj8zeq,MT,None,2021-02-01 16:18:54
1356275846051471360,FragileFern,RT @BreeNewsome: NO. The majority of the public is aligned with Democrats. The Democrats have majority control of government. These 10 sena…,"Boston, Massachusetts, USA",None,2021-02-01 16:18:54
1356275846034685953,Happy_Belmore,"RT @TorontoStar: New provincial modelling presented Thursday shows while COVID-19 case counts are dropping due to stay-at-home orders, ICUs…","#HamOnt, ON Canada",None,2021-02-01 16:18:54
1356275846512832523,falconhamada_90,"RT @ABC: CDC Director Dr. @RWalensky: ""While we continue to see decreases in COVID-19 cases and new hospital admissions, deaths also contin…",Iraq,None,2021-02-01 16:18:54
1356275846689009664,WKRN,This couple got COVID-19 in November. They're still sick. https://t.co/vleO2Dj25m,"Nashville, TN",None,2021-02-01 16:18:54
1356275847360032771,dkb1355,"Pass it NOW! We don’t have the luxury of time.  Not to sound morbid, but considering COVID, Mr. Leary’s health scar… https://t.co/H6QCVotaGd",,None,2021-02-01 16:18:55
1356275847561240577,be_watermyfrd,"RT @SenThomTillis: From the first case of COVID-19, the Chinese government lied to the world about the severity of coronavirus and facilita…",,None,2021-02-01 16:18:55
1356275848211476485,GinaTimgudge,"So pleased my Folks have FINALLY had their invites for the Covid-19 vaccine! Dad tomorrow,Mum on Wednesday...why as… https://t.co/g5J9LvFPXo","Aberystwyth, Wales",None,2021-02-01 16:18:55
1356275849549512708,AHMED64AHM,RT @badralbusaidi: Heartfelt thanks to our close friends in #India. We stand united against Covid-19  and this initiative is a testimony of…,سلطنة عُمان- مسقط - صلاله,None,2021-02-01 16:18:55
1356275849994104832,croderick1982,"RT @Chris78Williams: German government confirms: No exception to the COVID-19 entry ban, even for elite athletes. It is therefore now uncle…","GCG, exiled in Clydach",None,2021-02-01 16:18:55
1356275851063668737,SolGold936,RT @GiannoCaldwell: NY Gov.Cuomo sent thousands of seniors to their deaths &amp; tried to cover it up. On this week's Outloud with Gianno Caldw…,,None,2021-02-01 16:18:55
